Geography Type,Geography Name,Year, Population , Households ,Persons Per Household (PPH)
EDR,06W (Upper MN Valley),2013,"  44,015 ","  18,921 ",2.27
EDR,07E (East Central),2013,"  162,925 ","  61,527 ",2.57
EDR,07W (Central),2013,"  409,944 ","  148,977 ",2.67
EDR,08 (Southwest),2013,"  118,067 ","  48,211 ",2.39
EDR,09 (South Central),2013,"  231,425 ","  92,186 ",2.40
EDR,10 (Southeast),2013,"  499,769 ","  196,354 ",2.45
EDR,11 (7 County Twin Cities),2013,"  2,950,885 ","  1,153,538 ",2.51
County,Aitkin,2013,"  15,749 ","  7,156 ",2.16
County,Anoka,2013,"  341,465 ","  124,747 ",2.71
County,Becker,2013,"  33,167 ","  13,549 ",2.41
County,Beltrami,2013,"  45,652 ","  17,372 ",2.51
County,Benton,2013,"  39,219 ","  15,445 ",2.47
County,Big Stone,2013,"  5,127 ","  2,245 ",2.22
County,Blue Earth,2013,"  65,218 ","  25,277 ",2.42
County,Brown,2013,"  25,465 ","  10,706 ",2.27
County,Carlton,2013,"  35,505 ","  13,585 ",2.46
County,Carver,2013,"  95,463 ","  34,445 ",2.74
County,Cass,2013,"  28,604 ","  12,003 ",2.36
County,Chippewa,2013,"  12,146 ","  5,172 ",2.30
County,Chisago,2013,"  53,743 ","  19,570 ",2.66
County,Clay,2013,"  60,426 ","  22,935 ",2.48
County,Clearwater,2013,"  8,837 ","  3,591 ",2.43
County,Cook,2013,"  5,185 ","  2,519 ",2.04
County,Cottonwood,2013,"  11,610 ","  4,862 ",2.34
County,Crow Wing,2013,"  63,216 ","  26,399 ",2.37
County,Dakota,2013,"  408,732 ","  156,459 ",2.59
County,Dodge,2013,"  20,342 ","  7,572 ",2.67
County,Douglas,2013,"  36,529 ","  15,645 ",2.30
County,Faribault,2013,"  14,192 ","  6,156 ",2.25
County,Fillmore,2013,"  20,827 ","  8,581 ",2.39
County,Freeborn,2013,"  30,917 ","  13,143 ",2.30
County,Goodhue,2013,"  46,447 ","  18,935 ",2.41
County,Grant,2013,"  5,990 ","  2,617 ",2.25
County,Hennepin,2013,"  1,195,058 ","  491,535 ",2.38
County,Houston,2013,"  18,814 ","  7,867 ",2.36
County,Hubbard,2013,"  20,585 ","  8,772 ",2.33
County,Isanti,2013,"  38,231 ","  14,157 ",2.67
County,Itasca,2013,"  45,542 ","  19,026 ",2.34
County,Jackson,2013,"  10,265 ","  4,453 ",2.28
County,Kanabec,2013,"  16,009 ","  6,375 ",2.47
County,Kandiyohi,2013,"  42,351 ","  16,842 ",2.45
County,Kittson,2013,"  4,498 ","  1,973 ",2.22
County,Koochiching,2013,"  13,217 ","  5,865 ",2.21
County,Lac qui Parle,2013,"  7,041 ","  3,096 ",2.22
County,Lake,2013,"  10,777 ","  4,821 ",2.19
County,Lake of the Woods,2013,"  3,932 ","  1,756 ",2.21
County,Le Sueur,2013,"  27,834 ","  10,840 ",2.54
County,Lincoln,2013,"  5,830 ","  2,558 ",2.23
County,Lyon,2013,"  25,648 ","  10,243 ",2.40
County,Mahnomen,2013,"  5,534 ","  2,055 ",2.65
County,Marshall,2013,"  9,424 ","  3,982 ",2.35
County,Martin,2013,"  20,429 ","  8,981 ",2.24
County,McLeod,2013,"  36,095 ","  14,590 ",2.44
County,Meeker,2013,"  23,109 ","  9,177 ",2.48
County,Mille Lacs,2013,"  25,817 ","  10,144 ",2.49
County,Morrison,2013,"  32,877 ","  13,070 ",2.48
County,Mower,2013,"  39,356 ","  15,914 ",2.43
County,Murray,2013,"  8,536 ","  3,679 ",2.28
County,Nicollet,2013,"  33,002 ","  12,410 ",2.44
County,Nobles,2013,"  21,593 ","  8,018 ",2.65
County,Norman,2013,"  6,634 ","  2,792 ",2.32
County,Olmsted,2013,"  149,189 ","  58,866 ",2.49
County,Otter Tail,2013,"  57,588 ","  24,228 ",2.33
County,Pennington,2013,"  14,121 ","  5,917 ",2.33
County,Pine,2013,"  29,125 ","  11,281 ",2.43
County,Pipestone,2013,"  9,306 ","  3,988 ",2.28
County,Polk,2013,"  31,569 ","  12,739 ",2.37
County,Pope,2013,"  10,929 ","  4,741 ",2.27
County,Ramsey,2013,"  525,146 ","  207,949 ",2.44
County,Red Lake,2013,"  4,071 ","  1,737 ",2.32
County,Redwood,2013,"  15,755 ","  6,515 ",2.36
County,Renville,2013,"  15,214 ","  6,425 ",2.31
County,Rice,2013,"  64,656 ","  22,590 ",2.54
County,Rock,2013,"  9,524 ","  3,895 ",2.38
County,Roseau,2013,"  15,522 ","  6,301 ",2.43
County,Scott,2013,"  136,926 ","  47,111 ",2.88
County,Sherburne,2013,"  90,203 ","  30,816 ",2.86
County,Sibley,2013,"  15,074 ","  6,001 ",2.47
County,St. Louis,2013,"  200,398 ","  85,451 ",2.24
County,Stearns,2013,"  152,063 ","  57,057 ",2.53
County,Steele,2013,"  36,417 ","  14,382 ",2.49
County,Stevens,2013,"  9,748 ","  3,718 ",2.35
County,Swift,2013,"  9,551 ","  4,191 ",2.24
County,Todd,2013,"  24,374 ","  9,669 ",2.49
County,Traverse,2013,"  3,460 ","  1,506 ",2.23
County,Wabasha,2013,"  21,442 ","  8,806 ",2.41
County,Wadena,2013,"  13,821 ","  5,729 ",2.33
County,Waseca,2013,"  19,075 ","  7,311 ",2.43
County,Washington,2013,"  248,095 ","  91,292 ",2.68
County,Watonwan,2013,"  11,136 ","  4,504 ",2.44
County,Wilkin,2013,"  6,558 ","  2,703 ",2.37
County,Winona,2013,"  51,362 ","  19,698 ",2.38
County,Wright,2013,"  128,459 ","  45,659 ",2.79
County,Yellow Medicine,2013,"  10,150 ","  4,217 ",2.34
State,Minnesota,2012,"  5,368,972 ","  2,110,877 ",2.48
EDR,01 (Northwest),2012,"  85,671 ","  35,390 ",2.36
EDR,02 (Headwaters),2012,"  83,877 ","  33,296 ",2.44
EDR,03 (Arrowhead),2012,"  325,759 ","  138,023 ",2.26
EDR,04 (West Central),2012,"  223,455 ","  91,228 ",2.37
EDR,05 (North Central),2012,"  162,579 ","  66,680 ",2.40
EDR,06E (Southwest Central),2012,"  116,864 ","  47,006 ",2.44
EDR,06W (Upper MN Valley),2012,"  44,277 ","  18,986 ",2.28
EDR,07E (East Central),2012,"  162,813 ","  61,434 ",2.57
EDR,07W (Central),2012,"  407,042 ","  147,964 ",2.67
EDR,08 (Southwest),2012,"  118,204 ","  48,232 ",2.39
EDR,09 (South Central),2012,"  231,631 ","  91,848 ",2.40
EDR,10 (Southeast),2012,"  497,799 ","  195,519 ",2.45
EDR,11 (7 County Twin Cities),2012,"  2,909,001 ","  1,135,271 ",2.51
County,Aitkin,2012,"  15,919 ","  7,221 ",2.17
County,Anoka,2012,"  336,748 ","  122,997 ",2.71
County,Becker,2012,"  32,973 ","  13,477 ",2.41
County,Beltrami,2012,"  45,325 ","  17,246 ",2.51
County,Benton,2012,"  38,861 ","  15,287 ",2.47
County,Big Stone,2012,"  5,164 ","  2,255 ",2.23
County,Blue Earth,2012,"  65,089 ","  24,935 ",2.43
County,Brown,2012,"  25,559 ","  10,728 ",2.28
County,Carlton,2012,"  35,404 ","  13,558 ",2.46
County,Carver,2012,"  93,584 ","  33,698 ",2.75
County,Cass,2012,"  28,350 ","  11,919 ",2.36
County,Chippewa,2012,"  12,181 ","  5,177 ",2.31
County,Chisago,2012,"  53,576 ","  19,504 ",2.66
County,Clay,2012,"  60,118 ","  22,727 ",2.47
County,Clearwater,2012,"  8,713 ","  3,540 ",2.43
County,Cook,2012,"  5,190 ","  2,514 ",2.04
County,Cottonwood,2012,"  11,592 ","  4,845 ",2.34
County,Crow Wing,2012,"  62,876 ","  26,271 ",2.37
County,Dakota,2012,"  404,493 ","  154,274 ",2.60
County,Dodge,2012,"  20,237 ","  7,536 ",2.67
County,Douglas,2012,"  36,412 ","  15,586 ",2.30
County,Faribault,2012,"  14,280 ","  6,184 ",2.25
County,Fillmore,2012,"  20,837 ","  8,584 ",2.39
County,Freeborn,2012,"  31,027 ","  13,179 ",2.31
County,Goodhue,2012,"  46,331 ","  18,881 ",2.41
County,Grant,2012,"  5,950 ","  2,598 ",2.25
County,Hennepin,2012,"  1,180,138 ","  483,488 ",2.39
County,Houston,2012,"  18,839 ","  7,857 ",2.36
County,Hubbard,2012,"  20,359 ","  8,696 ",2.32
County,Isanti,2012,"  38,235 ","  14,154 ",2.67
County,Itasca,2012,"  45,199 ","  18,938 ",2.33
County,Jackson,2012,"  10,279 ","  4,458 ",2.28
County,Kanabec,2012,"  16,011 ","  6,382 ",2.47
County,Kandiyohi,2012,"  42,315 ","  16,822 ",2.45
County,Kittson,2012,"  4,496 ","  1,971 ",2.22
County,Koochiching,2012,"  13,208 ","  5,858 ",2.21
County,Lac qui Parle,2012,"  7,109 ","  3,117 ",2.23
County,Lake,2012,"  10,815 ","  4,836 ",2.19
County,Lake of the Woods,2012,"  3,976 ","  1,768 ",2.22
County,Le Sueur,2012,"  27,673 ","  10,791 ",2.54
County,Lincoln,2012,"  5,816 ","  2,553 ",2.23
County,Lyon,2012,"  25,667 ","  10,236 ",2.41
County,Mahnomen,2012,"  5,504 ","  2,046 ",2.65
County,Marshall,2012,"  9,445 ","  3,991 ",2.35
County,Martin,2012,"  20,477 ","  8,977 ",2.24
County,McLeod,2012,"  36,104 ","  14,548 ",2.45
County,Meeker,2012,"  23,056 ","  9,153 ",2.48
County,Mille Lacs,2012,"  25,743 ","  10,099 ",2.50
County,Morrison,2012,"  33,049 ","  13,103 ",2.48
County,Mower,2012,"  39,314 ","  15,907 ",2.43
County,Murray,2012,"  8,573 ","  3,690 ",2.28
County,Nicollet,2012,"  33,018 ","  12,353 ",2.45
County,Nobles,2012,"  21,474 ","  8,001 ",2.64
County,Norman,2012,"  6,656 ","  2,796 ",2.33
County,Olmsted,2012,"  147,123 ","  58,209 ",2.48
County,Otter Tail,2012,"  57,297 ","  24,183 ",2.32
County,Pennington,2012,"  14,075 ","  5,898 ",2.33
County,Pine,2012,"  29,248 ","  11,295 ",2.44
County,Pipestone,2012,"  9,394 ","  4,007 ",2.29
County,Polk,2012,"  31,429 ","  12,706 ",2.37
County,Pope,2012,"  10,897 ","  4,728 ",2.27
County,Ramsey,2012,"  517,399 ","  204,799 ",2.43
County,Red Lake,2012,"  4,086 ","  1,741 ",2.33
County,Redwood,2012,"  15,842 ","  6,539 ",2.37
County,Renville,2012,"  15,389 ","  6,483 ",2.32
County,Rice,2012,"  64,747 ","  22,507 ",2.54
County,Rock,2012,"  9,567 ","  3,903 ",2.38
County,Roseau,2012,"  15,484 ","  6,287 ",2.43
County,Scott,2012,"  133,326 ","  46,140 ",2.86
County,Sherburne,2012,"  89,457 ","  30,659 ",2.85
County,Sibley,2012,"  15,118 ","  6,018 ",2.47
County,St. Louis,2012,"  200,024 ","  85,098 ",2.24
County,Stearns,2012,"  151,591 ","  56,755 ",2.53
County,Steele,2012,"  36,299 ","  14,335 ",2.50
County,Stevens,2012,"  9,751 ","  3,713 ",2.35
County,Swift,2012,"  9,609 ","  4,208 ",2.25
County,Todd,2012,"  24,526 ","  9,693 ",2.50
County,Traverse,2012,"  3,471 ","  1,505 ",2.24
County,Wabasha,2012,"  21,482 ","  8,803 ",2.41
County,Wadena,2012,"  13,778 ","  5,694 ",2.33
County,Waseca,2012,"  19,229 ","  7,338 ",2.44
County,Washington,2012,"  243,313 ","  89,875 ",2.67
County,Watonwan,2012,"  11,188 ","  4,524 ",2.44
County,Wilkin,2012,"  6,586 ","  2,711 ",2.37
County,Winona,2012,"  51,563 ","  19,721 ",2.39
County,Wright,2012,"  127,133 ","  45,263 ",2.78
County,Yellow Medicine,2012,"  10,214 ","  4,229 ",2.35
State,Minnesota,2011,"  5,332,246 ","  2,101,295 ",2.47
EDR,01 (Northwest),2011,"  86,008 ","  35,491 ",2.36
EDR,02 (Headwaters),2011,"  83,877 ","  33,246 ",2.45
EDR,03 (Arrowhead),2011,"  326,130 ","  137,967 ",2.27
EDR,04 (West Central),2011,"  222,649 ","  90,791 ",2.37
EDR,05 (North Central),2011,"  162,885 ","  66,701 ",2.41
EDR,06E (Southwest Central),2011,"  117,389 ","  47,094 ",2.45
EDR,06W (Upper MN Valley),2011,"  44,775 ","  19,120 ",2.29
EDR,07E (East Central),2011,"  163,958 ","  61,608 ",2.58
EDR,07W (Central),2011,"  404,541 ","  147,063 ",2.67
EDR,08 (Southwest),2011,"  118,815 ","  48,302 ",2.40
EDR,09 (South Central),2011,"  231,521 ","  91,658 ",2.41
EDR,10 (Southeast),2011,"  496,254 ","  194,654 ",2.45
EDR,11 (7 County Twin Cities),2011,"  2,873,444 ","  1,127,600 ",2.50
County,Aitkin,2011,"  16,202 ","  7,330 ",2.17
County,Anoka,2011,"  334,053 ","  122,151 ",2.71
County,Becker,2011,"  32,770 ","  13,372 ",2.42
County,Beltrami,2011,"  45,212 ","  17,163 ",2.51
County,Benton,2011,"  38,558 ","  15,155 ",2.48
County,Big Stone,2011,"  5,240 ","  2,285 ",2.23
County,Blue Earth,2011,"  64,383 ","  24,634 ",2.43
County,Brown,2011,"  25,756 ","  10,781 ",2.29
County,Carlton,2011,"  35,492 ","  13,586 ",2.46
County,Carver,2011,"  92,104 ","  33,202 ",2.74
County,Cass,2011,"  28,396 ","  11,926 ",2.36
County,Chippewa,2011,"  12,332 ","  5,214 ",2.32
County,Chisago,2011,"  53,929 ","  19,537 ",2.67
County,Clay,2011,"  59,644 ","  22,516 ",2.48
County,Clearwater,2011,"  8,774 ","  3,561 ",2.43
County,Cook,2011,"  5,216 ","  2,521 ",2.05
County,Cottonwood,2011,"  11,682 ","  4,860 ",2.35
County,Crow Wing,2011,"  62,745 ","  26,193 ",2.37
County,Dakota,2011,"  401,221 ","  153,098 ",2.60
County,Dodge,2011,"  20,243 ","  7,528 ",2.67
County,Douglas,2011,"  36,240 ","  15,498 ",2.30
County,Faribault,2011,"  14,506 ","  6,246 ",2.27
County,Fillmore,2011,"  20,868 ","  8,580 ",2.39
County,Freeborn,2011,"  31,160 ","  13,195 ",2.31
County,Goodhue,2011,"  46,168 ","  18,803 ",2.41
County,Grant,2011,"  5,993 ","  2,608 ",2.26
County,Hennepin,2011,"  1,163,060 ","  480,754 ",2.36
County,Houston,2011,"  18,933 ","  7,860 ",2.38
County,Hubbard,2011,"  20,439 ","  8,714 ",2.33
County,Isanti,2011,"  38,209 ","  14,128 ",2.67
County,Itasca,2011,"  45,034 ","  18,847 ",2.34
County,Jackson,2011,"  10,203 ","  4,422 ",2.28
County,Kanabec,2011,"  16,170 ","  6,419 ",2.48
County,Kandiyohi,2011,"  42,118 ","  16,769 ",2.45
County,Kittson,2011,"  4,528 ","  1,984 ",2.23
County,Koochiching,2011,"  13,221 ","  5,859 ",2.22
County,Lac qui Parle,2011,"  7,195 ","  3,145 ",2.24
County,Lake,2011,"  10,822 ","  4,831 ",2.19
County,Lake of the Woods,2011,"  4,011 ","  1,777 ",2.23
County,Le Sueur,2011,"  27,655 ","  10,772 ",2.54
County,Lincoln,2011,"  5,819 ","  2,552 ",2.23
County,Lyon,2011,"  25,951 ","  10,265 ",2.42
County,Mahnomen,2011,"  5,441 ","  2,031 ",2.64
County,Marshall,2011,"  9,473 ","  4,000 ",2.35
County,Martin,2011,"  20,716 ","  9,017 ",2.26
County,McLeod,2011,"  36,489 ","  14,628 ",2.46
County,Meeker,2011,"  23,242 ","  9,181 ",2.49
County,Mille Lacs,2011,"  26,003 ","  10,155 ",2.51
County,Morrison,2011,"  33,212 ","  13,142 ",2.49
County,Mower,2011,"  39,281 ","  15,891 ",2.43
County,Murray,2011,"  8,640 ","  3,701 ",2.29
County,Nicollet,2011,"  32,949 ","  12,318 ",2.45
County,Nobles,2011,"  21,365 ","  7,970 ",2.63
County,Norman,2011,"  6,859 ","  2,872 ",2.34
County,Olmsted,2011,"  145,379 ","  57,595 ",2.48
County,Otter Tail,2011,"  57,243 ","  24,125 ",2.32
County,Pennington,2011,"  14,018 ","  5,879 ",2.33
County,Pine,2011,"  29,647 ","  11,369 ",2.45
County,Pipestone,2011,"  9,525 ","  4,038 ",2.31
County,Polk,2011,"  31,489 ","  12,708 ",2.37
County,Pope,2011,"  10,896 ","  4,721 ",2.27
County,Ramsey,2011,"  510,810 ","  203,818 ",2.41
County,Red Lake,2011,"  4,105 ","  1,747 ",2.33
County,Redwood,2011,"  15,986 ","  6,579 ",2.37
County,Renville,2011,"  15,540 ","  6,516 ",2.33
County,Rice,2011,"  64,717 ","  22,423 ",2.54
County,Rock,2011,"  9,644 ","  3,915 ",2.40
County,Roseau,2011,"  15,536 ","  6,301 ",2.44
County,Scott,2011,"  131,556 ","  45,656 ",2.85
County,Sherburne,2011,"  88,954 ","  30,439 ",2.85
County,Sibley,2011,"  15,193 ","  6,039 ",2.48
County,St. Louis,2011,"  200,143 ","  84,993 ",2.24
County,Stearns,2011,"  150,996 ","  56,514 ",2.53
County,Steele,2011,"  36,530 ","  14,343 ",2.51
County,Stevens,2011,"  9,749 ","  3,724 ",2.36
County,Swift,2011,"  9,677 ","  4,216 ",2.26
County,Todd,2011,"  24,823 ","  9,777 ",2.51
County,Traverse,2011,"  3,530 ","  1,519 ",2.26
County,Wabasha,2011,"  21,589 ","  8,827 ",2.42
County,Wadena,2011,"  13,709 ","  5,663 ",2.34
County,Waseca,2011,"  19,166 ","  7,326 ",2.44
County,Washington,2011,"  240,640 ","  88,921 ",2.67
County,Watonwan,2011,"  11,197 ","  4,525 ",2.44
County,Wilkin,2011,"  6,584 ","  2,708 ",2.38
County,Winona,2011,"  51,386 ","  19,609 ",2.39
County,Wright,2011,"  126,033 ","  44,955 ",2.78
County,Yellow Medicine,2011,"  10,331 ","  4,260 ",2.36
State,Minnesota,2010,"  5,303,925 ","  2,087,227 ",2.48
EDR,01 (Northwest),2010,"  86,091 ","  35,407 ",2.37
EDR,02 (Headwaters),2010,"  83,023 ","  32,837 ",2.45
EDR,03 (Arrowhead),2010,"  326,225 ","  137,586 ",2.27
EDR,04 (West Central),2010,"  221,688 ","  90,124 ",2.38
EDR,05 (North Central),2010,"  163,003 ","  66,522 ",2.42
EDR,06E (Southwest Central),2010,"  117,920 ","  47,111 ",2.46
EDR,06W (Upper MN Valley),2010,"  45,190 ","  19,217 ",2.30
EDR,07E (East Central),2010,"  163,789 ","  61,394 ",2.59
EDR,07W (Central),2010,"  402,292 ","  145,996 ",2.67
EDR,08 (Southwest),2010,"  119,151 ","  48,302 ",2.41
EDR,09 (South Central),2010,"  231,302 ","  91,292 ",2.41
EDR,10 (Southeast),2010,"  494,684 ","  193,690 ",2.46
EDR,11 (7 County Twin Cities),2010,"  2,849,567 ","  1,117,749 ",2.50
County,Aitkin,2010,"  16,202 ","  7,299 ",2.18
County,Anoka,2010,"  330,844 ","  121,227 ",2.70
County,Becker,2010,"  32,504 ","  13,224 ",2.42
County,Beltrami,2010,"  44,442 ","  16,846 ",2.51
County,Benton,2010,"  38,451 ","  15,079 ",2.48
County,Big Stone,2010,"  5,269 ","  2,293 ",2.24
County,Blue Earth,2010,"  64,013 ","  24,445 ",2.43
County,Brown,2010,"  25,893 ","  10,782 ",2.30
County,Carlton,2010,"  35,386 ","  13,538 ",2.47
County,Carver,2010,"  91,042 ","  32,891 ",2.74
County,Cass,2010,"  28,567 ","  11,948 ",2.37
County,Chippewa,2010,"  12,441 ","  5,241 ",2.33
County,Chisago,2010,"  53,887 ","  19,470 ",2.68
County,Clay,2010,"  58,999 ","  22,279 ",2.48
County,Clearwater,2010,"  8,695 ","  3,527 ",2.43
County,Cook,2010,"  5,176 ","  2,494 ",2.05
County,Cottonwood,2010,"  11,687 ","  4,857 ",2.36
County,Crow Wing,2010,"  62,500 ","  26,033 ",2.37
County,Dakota,2010,"  398,552 ","  152,060 ",2.60
County,Dodge,2010,"  20,087 ","  7,460 ",2.67
County,Douglas,2010,"  36,009 ","  15,289 ",2.32
County,Faribault,2010,"  14,553 ","  6,236 ",2.28
County,Fillmore,2010,"  20,866 ","  8,545 ",2.40
County,Freeborn,2010,"  31,255 ","  13,177 ",2.32
County,Goodhue,2010,"  46,183 ","  18,730 ",2.42
County,Grant,2010,"  6,018 ","  2,601 ",2.27
County,Hennepin,2010,"  1,152,425 ","  475,913 ",2.37
County,Houston,2010,"  19,027 ","  7,849 ",2.39
County,Hubbard,2010,"  20,428 ","  8,661 ",2.34
County,Isanti,2010,"  37,816 ","  13,972 ",2.67
County,Itasca,2010,"  45,058 ","  18,773 ",2.35
County,Jackson,2010,"  10,266 ","  4,429 ",2.29
County,Kanabec,2010,"  16,239 ","  6,413 ",2.49
County,Kandiyohi,2010,"  42,239 ","  16,732 ",2.46
County,Kittson,2010,"  4,552 ","  1,986 ",2.24
County,Koochiching,2010,"  13,311 ","  5,874 ",2.23
County,Lac qui Parle,2010,"  7,259 ","  3,155 ",2.25
County,Lake,2010,"  10,866 ","  4,825 ",2.21
County,Lake of the Woods,2010,"  4,045 ","  1,784 ",2.24
County,Le Sueur,2010,"  27,703 ","  10,758 ",2.55
County,Lincoln,2010,"  5,896 ","  2,574 ",2.24
County,Lyon,2010,"  25,857 ","  10,227 ",2.42
County,Mahnomen,2010,"  5,413 ","  2,019 ",2.64
County,Marshall,2010,"  9,439 ","  3,981 ",2.35
County,Martin,2010,"  20,840 ","  9,035 ",2.27
County,McLeod,2010,"  36,651 ","  14,639 ",2.47
County,Meeker,2010,"  23,300 ","  9,176 ",2.50
County,Mille Lacs,2010,"  26,097 ","  10,166 ",2.52
County,Morrison,2010,"  33,198 ","  13,080 ",2.50
County,Mower,2010,"  39,163 ","  15,828 ",2.43
County,Murray,2010,"  8,725 ","  3,717 ",2.30
County,Nicollet,2010,"  32,727 ","  12,201 ",2.46
County,Nobles,2010,"  21,378 ","  7,946 ",2.64
County,Norman,2010,"  6,852 ","  2,863 ",2.34
County,Olmsted,2010,"  144,248 ","  57,080 ",2.48
County,Otter Tail,2010,"  57,303 ","  24,055 ",2.33
County,Pennington,2010,"  13,930 ","  5,836 ",2.33
County,Pine,2010,"  29,750 ","  11,373 ",2.46
County,Pipestone,2010,"  9,596 ","  4,054 ",2.32
County,Polk,2010,"  31,600 ","  12,704 ",2.38
County,Pope,2010,"  10,995 ","  4,736 ",2.28
County,Ramsey,2010,"  508,640 ","  202,691 ",2.42
County,Red Lake,2010,"  4,089 ","  1,737 ",2.33
County,Redwood,2010,"  16,059 ","  6,580 ",2.38
County,Renville,2010,"  15,730 ","  6,564 ",2.34
County,Rice,2010,"  64,142 ","  22,315 ",2.55
County,Rock,2010,"  9,687 ","  3,918 ",2.41
County,Roseau,2010,"  15,629 ","  6,300 ",2.45
County,Scott,2010,"  129,928 ","  45,108 ",2.85
County,Sherburne,2010,"  88,499 ","  30,212 ",2.86
County,Sibley,2010,"  15,226 ","  6,034 ",2.49
County,St. Louis,2010,"  200,226 ","  84,783 ",2.25
County,Stearns,2010,"  150,642 ","  56,232 ",2.53
County,Steele,2010,"  36,576 ","  14,330 ",2.51
County,Stevens,2010,"  9,726 ","  3,726 ",2.37
County,Swift,2010,"  9,783 ","  4,236 ",2.27
County,Todd,2010,"  24,895 ","  9,756 ",2.52
County,Traverse,2010,"  3,558 ","  1,524 ",2.27
County,Wabasha,2010,"  21,676 ","  8,822 ",2.43
County,Wadena,2010,"  13,843 ","  5,705 ",2.34
County,Waseca,2010,"  19,136 ","  7,281 ",2.44
County,Washington,2010,"  238,136 ","  87,859 ",2.67
County,Watonwan,2010,"  11,211 ","  4,520 ",2.45
County,Wilkin,2010,"  6,576 ","  2,690 ",2.39
County,Winona,2010,"  51,461 ","  19,554 ",2.40
County,Wright,2010,"  124,700 ","  44,473 ",2.78
County,Yellow Medicine,2010,"  10,438 ","  4,292 ",2.36
State,Minnesota,2009,"  5,300,942 ","  2,108,843 ",2.45
EDR,01 (Northwest),2009,"  85,213 ","  35,412 ",2.33
EDR,02 (Headwaters),2009,"  80,086 ","  31,730 ",2.45
EDR,03 (Arrowhead),2009,"  320,174 ","  137,892 ",2.23
EDR,04 (West Central),2009,"  218,184 ","  90,294 ",2.33
EDR,05 (North Central),2009,"  160,675 ","  67,010 ",2.36
EDR,06E (Southwest Central),2009,"  117,508 ","  47,526 ",2.43
EDR,06W (Upper MN Valley),2009,"  45,793 ","  19,303 ",2.26
EDR,07E (East Central),2009,"  160,414 ","  60,907 ",2.56
EDR,07W (Central),2009,"  397,622 ","  146,909 ",2.63
EDR,08 (Southwest),2009,"  115,827 ","  48,202 ",2.33
EDR,09 (South Central),2009,"  227,182 ","  91,339 ",2.37
EDR,10 (Southeast),2009,"  490,452 ","  193,807 ",2.43
EDR,11 (7 County Twin Cities),2009,"  2,881,812 ","  1,138,512 ",2.48
County,Aitkin,2009,"  15,737 ","  7,111 ",2.18
County,Anoka,2009,"  335,308 ","  122,105 ",2.72
County,Becker,2009,"  32,113 ","  13,273 ",2.38
County,Beltrami,2009,"  44,173 ","  16,480 ",2.56
County,Benton,2009,"  40,145 ","  15,741 ",2.50
County,Big Stone,2009,"  5,327 ","  2,222 ",2.29
County,Blue Earth,2009,"  61,024 ","  24,175 ",2.35
County,Brown,2009,"  25,929 ","  10,890 ",2.29
County,Carlton,2009,"  34,266 ","  13,610 ",2.40
County,Carver,2009,"  91,228 ","  32,867 ",2.74
County,Cass,2009,"  28,338 ","  12,078 ",2.33
County,Chippewa,2009,"  12,388 ","  5,344 ",2.27
County,Chisago,2009,"  50,489 ","  18,220 ",2.69
County,Clay,2009,"  56,763 ","  22,038 ",2.39
County,Clearwater,2009,"  8,232 ","  3,415 ",2.36
County,Cook,2009,"  5,441 ","  2,583 ",2.08
County,Cottonwood,2009,"  11,096 ","  4,757 ",2.26
County,Crow Wing,2009,"  62,370 ","  26,423 ",2.33
County,Dakota,2009,"  400,675 ","  152,997 ",2.60
County,Dodge,2009,"  19,747 ","  7,424 ",2.64
County,Douglas,2009,"  36,333 ","  15,702 ",2.27
County,Faribault,2009,"  14,562 ","  6,287 ",2.25
County,Fillmore,2009,"  20,828 ","  8,528 ",2.38
County,Freeborn,2009,"  31,035 ","  13,374 ",2.28
County,Goodhue,2009,"  45,898 ","  18,442 ",2.43
County,Grant,2009,"  5,849 ","  2,473 ",2.30
County,Hennepin,2009,"  1,168,983 ","  487,813 ",2.34
County,Houston,2009,"  19,381 ","  7,884 ",2.42
County,Hubbard,2009,"  18,753 ","  7,987 ",2.33
County,Isanti,2009,"  39,176 ","  14,725 ",2.63
County,Itasca,2009,"  44,663 ","  19,212 ",2.29
County,Jackson,2009,"  10,775 ","  4,587 ",2.29
County,Kanabec,2009,"  16,063 ","  6,427 ",2.48
County,Kandiyohi,2009,"  41,392 ","  16,819 ",2.42
County,Kittson,2009,"  4,475 ","  1,949 ",2.24
County,Koochiching,2009,"  13,178 ","  5,937 ",2.18
County,Lac qui Parle,2009,"  7,213 ","  3,162 ",2.23
County,Lake,2009,"  10,853 ","  4,782 ",2.22
County,Lake of the Woods,2009,"  3,903 ","  1,851 ",2.08
County,Le Sueur,2009,"  28,068 ","  11,055 ",2.51
County,Lincoln,2009,"  5,806 ","  2,556 ",2.20
County,Lyon,2009,"  24,964 ","  10,055 ",2.36
County,Mahnomen,2009,"  5,025 ","  1,997 ",2.48
County,Marshall,2009,"  9,477 ","  4,078 ",2.30
County,Martin,2009,"  20,429 ","  9,013 ",2.22
County,McLeod,2009,"  37,058 ","  14,729 ",2.48
County,Meeker,2009,"  23,073 ","  9,218 ",2.46
County,Mille Lacs,2009,"  26,378 ","  10,521 ",2.46
County,Morrison,2009,"  32,722 ","  13,101 ",2.46
County,Mower,2009,"  38,105 ","  16,034 ",2.33
County,Murray,2009,"  8,410 ","  3,660 ",2.26
County,Nicollet,2009,"  32,153 ","  12,102 ",2.43
